number_of_riders,number_of_drivers,location_category,customer_loyalty_status,number_of_past_rides,average_ratings,time_of_booking,vehicle_type,expected_ride_duration,historical_cost_of_ride,is_urban,is_silver,is_peak_hour,demand_ratio,dynamic_price,static_revenue,dynamic_revenue
98,46,Suburban,Gold,55,4.71,Evening,Economy,173,766.9193242115463,False,False,True,1.6232690651295303,1012.333507959241,75158.09377273153,99208.68378000562
24,13,Urban,Silver,54,4.09,Morning,Economy,161,466.7229822330101,True,True,True,0.3975352812562115,435.2950234168948,11201.351573592243,10447.080562005476
44,8,Urban,Gold,43,3.82,Night,Economy,86,233.50662384935427,True,False,False,0.7288146823030544,264.79651144516777,10274.291449371587,11651.046503587382
71,59,Urban,Regular,71,4.47,Evening,Economy,31,104.1037337805616,True,False,True,1.1760418737162923,144.28777501985837,7391.365098419873,10244.432026409944
91,59,Urban,Silver,68,4.77,Night,Economy,15,38.33576819209958,True,True,False,1.5073212747631353,41.29912307334887,3488.5549054810617,3758.2201996747476
32,14,Urban,Gold,75,4.49,Night,Economy,177,761.0167600703148,True,False,False,0.5300470416749486,862.993005919737,24352.536322250075,27615.776189431584
79,24,Urban,Silver,0,4.26,Evening,Economy,82,284.8625062809567,True,True,True,1.3085536341350295,375.0784620201358,22504.137996195583,29631.19849959073
73,27,Urban,Regular,55,4.27,Morning,Premium,50,216.06019585156733,True,False,True,1.2091698138209765,299.45943145027235,15772.394297164416,21860.53849586988
32,16,Rural,Silver,80,4.78,Morning,Economy,11,39.37370119886104,False,True,True,0.5300470416749486,49.37462130337174,1259.9584383635533,1579.9878817078957
22,10,Rural,Silver,5,4.44,Morning,Premium,129,471.7821019342959,False,True,True,0.3644073411515272,419.0604520431383,10379.20624255451,9219.329944949042
35,19,Urban,Silver,45,4.99,Afternoon,Economy,159,508.6730024657942,True,True,False,0.5797389518319751,608.8815839515556,17803.555086302797,21310.855438304447
24,10,Suburban,Regular,79,4.3,Night,Economy,24,95.11851081754354,False,False,False,0.3975352812562115,72.7656607754208,2282.844259621045,1746.3758586100992
67,31,Rural,Gold,64,3.62,Night,Economy,169,735.1444900755255,False,False,False,1.1097859935069236,793.9560492815675,49254.68083506021,53195.055301865024
100,73,Urban,Silver,95,3.98,Night,Premium,100,456.60307303079816,True,True,False,1.6563970052342145,491.89849057607887,45660.30730307982,49189.849057607884
66,16,Urban,Silver,94,4.52,Morning,Economy,34,122.24187517858556,True,True,True,1.0932220234545815,160.9558770476436,8067.9637617866465,10623.087885144478
96,36,Urban,Regular,57,4.06,Evening,Premium,139,599.8171406236374,True,False,True,1.590141125024846,831.3465569043616,57582.445499869194,79809.26946281872
60,8,Urban,Regular,68,4.84,Morning,Premium,144,438.5186068324803,True,False,True,0.9938382031405287,607.7867890698178,26311.11640994882,36467.20734418907
92,31,Rural,Silver,54,3.91,Night,Premium,148,516.1330392078827,False,True,False,1.5238852448154774,529.5524982272876,47484.23960712521,48718.82983691046
92,49,Urban,Silver,9,4.23,Evening,Premium,89,397.4831040703401,True,True,True,1.5238852448154774,523.3660031294169,36568.44557447129,48149.67228790635
56,37,Urban,Silver,27,4.12,Afternoon,Premium,68,317.8400260939533,True,True,False,0.9275823229311602,380.4545112344621,17799.041461261386,21305.452629129875
88,71,Rural,Regular,42,4.87,Afternoon,Premium,109,330.78364034759613,False,False,False,1.4576293646061087,396.94036841711534,29108.96035058846,34930.75242070615
87,47,Rural,Silver,6,4.54,Morning,Premium,162,743.3166378180009,False,True,True,1.4410653945537666,932.1190638237731,64668.54749016608,81094.35855266826
85,6,Suburban,Gold,92,4.11,Afternoon,Economy,73,274.1712773124912,False,False,False,1.4079374544490824,329.00553277498943,23304.558571561753,27965.4702858741
98,54,Rural,Regular,34,4.57,Evening,Premium,113,462.4075929220183,False,False,True,1.6232690651295303,610.3780226570642,45315.94410635779,59817.046220392294
28,14,Rural,Regular,24,4.2,Afternoon,Economy,147,533.0802632142761,False,False,False,0.4637911614655801,453.11822373213465,14926.247369999732,12687.31026449977
36,9,Suburban,Silver,22,3.51,Night,Premium,37,143.2178421949143,False,True,False,0.5963029218843172,146.94150609198206,5155.842319016915,5289.894219311354
20,8,Suburban,Silver,38,4.82,Night,Premium,155,574.9456425421428,False,True,False,0.3312794010468429,417.8417457175022,11498.912850842855,8356.834914350044
94,36,Rural,Regular,41,4.57,Morning,Economy,76,215.741761640662,False,False,True,1.5570131849201616,284.77912536567385,20279.725594222225,26769.23778437334
94,82,Suburban,Gold,48,4.92,Morning,Premium,20,129.7685299495176,False,False,True,1.5570131849201616,171.29445953336327,12198.241815254656,16101.679196136147
70,7,Urban,Regular,13,4.09,Afternoon,Economy,117,321.0007657787772,True,False,False,1.1594779036639502,404.4609648812592,22470.053604514404,28312.267541688143
90,71,Suburban,Regular,37,3.51,Morning,Premium,32,172.59277503910292,False,False,True,1.4907573047107932,227.82246305161587,15533.349753519262,20504.021674645428
42,10,Urban,Silver,56,4.01,Night,Premium,95,455.20978516158993,True,True,False,0.6956867421983701,490.3975015545808,19118.81097678678,20596.695065292395
44,18,Suburban,Gold,88,3.67,Night,Premium,50,199.8397440906976,False,False,False,0.7288146823030544,215.82692361795338,8792.948739990694,9496.38463918995
60,16,Suburban,Regular,28,3.91,Evening,Economy,105,281.0970650985199,False,False,True,0.9938382031405287,371.0481259300463,16865.823905911195,22262.88755580278
26,5,Rural,Silver,7,4.75,Afternoon,Premium,140,413.54800185803066,False,True,False,0.4306632213608958,333.94001150035973,10752.248048308797,8682.440299009353
79,13,Rural,Regular,6,4.63,Afternoon,Economy,38,134.09432585149492,False,False,False,1.3085536341350295,160.9131910217939,10593.451742268098,12712.142090721718
26,8,Rural,Gold,65,3.58,Night,Premium,89,378.50396161301137,False,False,False,0.4306632213608958,289.5555306339537,9841.103001938296,7528.443796482797
62,7,Urban,Silver,2,4.71,Morning,Premium,28,162.05358553352147,True,True,True,1.026966143245213,213.37595607198773,10047.322303078332,13229.309276463238
42,16,Rural,Gold,33,3.63,Morning,Economy,166,513.1161277813304,False,False,True,0.6956867421983701,677.3132886713562,21550.87736681588,28447.15812419696
57,16,Urban,Regular,0,3.95,Afternoon,Economy,97,308.6385554813678,True,False,False,0.9441462929835023,388.8845799065234,17592.397662437965,22166.421054671835
33,13,Rural,Gold,34,4.78,Morning,Economy,66,239.08854651007988,False,False,True,0.5466110117272908,315.59688139330547,7889.922034832636,10414.69708597908
22,10,Rural,Regular,26,4.97,Morning,Economy,170,562.1650160715976,False,False,True,0.3644073411515272,525.6242900269438,12367.630353575147,11563.734380592763
67,44,Urban,Regular,27,4.69,Morning,Economy,129,467.0198948894929,True,False,True,1.1097859935069236,647.2895743168373,31290.332957596023,43368.401479228094
62,15,Suburban,Silver,15,4.28,Night,Economy,73,327.43334173812747,False,True,False,1.026966143245213,335.94660862331875,20300.867187763903,20828.689734645763
95,49,Rural,Regular,92,4.27,Night,Premium,99,332.0936161256213,False,False,False,1.5735771549725037,358.661105415671,31548.893531934023,34072.805014488746
61,36,Urban,Silver,72,4.64,Night,Premium,109,457.0853188522962,True,True,False,1.010402173192871,492.4180139995787,27882.20444999007,30037.498853974303
48,12,Rural,Silver,25,4.26,Night,Economy,180,552.8162271192283,False,True,False,0.795070562512423,567.1894490243283,26535.17890172296,27225.093553167757
93,59,Rural,Regular,30,4.11,Afternoon,Premium,89,281.0521288708149,False,False,False,1.5404492148678195,337.26255464497785,26137.847984985787,31365.41758198294
59,18,Urban,Gold,67,3.86,Morning,Economy,98,288.3451530321269,True,False,True,0.9772742330881866,399.6463821025279,17012.36402889549,23579.136544049146
95,73,Urban,Regular,20,3.59,Evening,Premium,138,666.8242060496077,True,False,True,1.5735771549725037,924.2183495847564,63348.299574712735,87800.74321055187
71,33,Suburban,Regular,4,4.88,Evening,Premium,109,436.0192372930386,False,False,True,1.1760418737162923,575.545393226811,30957.36584780574,40863.72291910358
20,7,Suburban,Gold,71,3.83,Morning,Premium,51,248.22030676592635,False,False,True,0.3312794010468429,232.08598682614115,4964.406135318527,4641.719736522823
23,7,Urban,Gold,96,3.97,Afternoon,Premium,165,493.2338839519256,True,False,False,0.38097131120386934,440.21124142709357,11344.379330894288,10124.858552823152
80,69,Suburban,Silver,94,4.44,Night,Economy,74,291.5110820764234,False,True,False,1.3251176041873716,299.0903702104104,23320.886566113873,23927.229616832832
58,10,Urban,Gold,51,4.27,Night,Premium,138,459.0606514814432,True,False,False,0.9607102630358444,520.5747787799565,26625.517785923705,30193.33716923748
71,25,Urban,Gold,72,4.46,Evening,Economy,169,603.9358824371426,True,False,True,1.1760418737162923,837.0551330578799,42879.447653037125,59430.91444710947
69,26,Rural,Gold,48,4.28,Evening,Premium,175,502.6040622268877,False,False,True,1.142913933611608,663.4373621394918,34679.680293655256,45777.177987624935
89,54,Suburban,Gold,48,4.38,Afternoon,Economy,24,74.78832688768996,False,False,False,1.474193334658451,89.74599226522795,6656.161093004406,7987.393311605288
84,62,Urban,Silver,52,4.61,Afternoon,Economy,29,126.23081147979764,True,True,False,1.3913734843967402,151.09828134131774,10603.388164303002,12692.25563267069
98,61,Urban,Silver,91,4.28,Night,Economy,95,319.94237960548924,True,True,False,1.6232690651295303,344.67392554899357,31354.353201337944,33778.044703801366
95,25,Urban,Gold,26,3.62,Morning,Economy,81,207.61291922267668,True,False,True,1.5735771549725037,287.75150604262984,19723.227326154283,27336.393074049836
79,29,Rural,Silver,29,4.22,Night,Economy,99,304.74417790488224,False,True,False,1.3085536341350295,312.6675265304092,24074.790054485697,24700.734595902326
82,10,Urban,Silver,97,4.43,Night,Economy,177,481.7658793191911,True,True,False,1.358245544292056,519.0063817905645,39504.802104173665,42558.52330682629
87,5,Rural,Gold,6,3.76,Evening,Economy,28,83.3353748167845,False,False,True,1.4410653945537666,110.00269475815554,7250.177609060251,9570.234443959533
83,35,Rural,Gold,3,4.32,Night,Premium,116,513.6451022177532,False,False,False,1.3748095143443981,554.7367103951734,42632.54348407352,46043.146962799394
47,9,Rural,Regular,5,4.81,Night,Premium,178,561.374877548703,False,False,False,0.7785065924600808,606.2848677525992,26384.619244789043,28495.388784372164
34,7,Urban,Silver,54,4.71,Night,Premium,149,516.51117285383,True,True,False,0.563174981779633,556.4374865154309,17561.37987703022,18918.874541524652
26,13,Rural,Regular,14,4.19,Morning,Economy,174,666.4286805847338,False,False,True,0.4306632213608958,623.1108163467262,17327.14569520308,16200.881225014882
88,7,Rural,Gold,11,3.64,Night,Premium,130,573.2085393656391,False,False,False,1.4576293646061087,619.0652225148903,50442.351464176245,54477.73958131034
57,26,Rural,Regular,92,3.8,Evening,Premium,67,283.7979251507492,False,False,True,0.9441462929835023,374.613261198989,16176.481733592705,21352.955888342374
45,17,Rural,Silver,67,4.7,Afternoon,Economy,15,66.78323718712389,False,True,False,0.7453786523553966,76.13289039332122,3005.245673420575,3425.980067699455
82,26,Urban,Gold,35,4.71,Morning,Economy,114,289.2390324634591,True,False,True,1.358245544292056,400.8852989943544,23717.60066200365,32872.59451753706
54,39,Rural,Gold,88,4.59,Evening,Economy,42,147.42638660593482,False,False,True,0.8944543828264758,194.60283031983397,7961.02487672048,10508.552837271034
95,24,Suburban,Gold,79,3.5,Afternoon,Economy,130,552.2304431046015,False,False,False,1.5735771549725037,662.6765317255217,52461.89209493714,62954.270513924566
63,31,Suburban,Silver,2,3.81,Evening,Premium,160,632.5601419476765,False,True,True,1.0435301132975552,793.2304180023863,39851.28894270362,49973.516334150336
43,18,Urban,Gold,58,4.22,Evening,Economy,156,494.7452574847764,True,False,True,0.7122507122507122,685.7169268739002,21274.046071845387,29485.82785557771
33,14,Suburban,Regular,87,4.81,Evening,Premium,17,118.98653335805044,False,False,True,0.5466110117272908,157.0622240326266,3926.5556008156645,5183.053393076678
33,23,Urban,Gold,24,4.21,Morning,Premium,11,91.38952597435124,True,False,True,0.5466110117272908,126.66588300045083,3015.854357153591,4179.974139014877
84,29,Urban,Regular,92,4.55,Morning,Premium,94,424.1559867017463,True,False,True,1.3913734843967402,587.8801975686205,35629.10288294669,49381.93659576412
44,6,Suburban,Gold,80,4.13,Night,Premium,40,157.36483032789283,False,False,False,0.7288146823030544,169.95401675412427,6924.052534427285,7477.976737181468
53,27,Suburban,Regular,78,3.63,Night,Premium,58,279.09504825213924,False,False,False,0.8778904127741337,301.42265211231035,14792.03755736338,15975.400561952449
78,63,Rural,Gold,14,4.21,Afternoon,Economy,147,655.065105532243,False,False,False,1.2919896640826873,786.0781266386916,51095.078231514955,61314.09387781795
