number_of_riders,number_of_drivers,location_category,customer_loyalty_status,number_of_past_rides,average_ratings,time_of_booking,vehicle_type,expected_ride_duration,historical_cost_of_ride,Predicted_XGB_Tuned,Predicted_LGB_Tuned,Static_Revenue,Dynamic_Revenue_XGB,Dynamic_Revenue_LGB
47,9,Rural,Regular,5,4.81,Night,Premium,178,561.374877548703,626.4965,627.3933372417299,561.374877548703,626.4965,627.3933372417299
34,7,Urban,Silver,54,4.71,Night,Premium,149,516.51117285383,565.9104,544.8292628402263,516.51117285383,565.9104,544.8292628402263
26,13,Rural,Regular,14,4.19,Morning,Economy,174,666.4286805847338,619.6192,619.4123868236876,666.4286805847338,619.6192,619.4123868236876
88,7,Rural,Gold,11,3.64,Night,Premium,130,573.2085393656391,448.21182,451.0478517088222,573.2085393656391,448.21182,451.0478517088222
57,26,Rural,Regular,92,3.8,Evening,Premium,67,283.7979251507492,274.61908,274.72939283023027,283.7979251507492,274.61908,274.72939283023027
45,17,Rural,Silver,67,4.7,Afternoon,Economy,15,66.78323718712389,65.62397,55.67587670645246,66.78323718712389,65.62397,55.67587670645246
82,26,Urban,Gold,35,4.71,Morning,Economy,114,289.2390324634591,388.76523,400.70055873116036,289.2390324634591,388.76523,400.70055873116036
54,39,Rural,Gold,88,4.59,Evening,Economy,42,147.42638660593482,165.05173,157.77918819673832,147.42638660593482,165.05173,157.77918819673832
95,24,Suburban,Gold,79,3.5,Afternoon,Economy,130,552.2304431046015,488.8596,485.4935255462378,552.2304431046015,488.8596,485.4935255462378
63,31,Suburban,Silver,2,3.81,Evening,Premium,160,632.5601419476765,603.07837,596.3566502931268,632.5601419476765,603.07837,596.3566502931268
43,18,Urban,Gold,58,4.22,Evening,Economy,156,494.7452574847764,533.58356,499.0949652883138,494.7452574847764,533.58356,499.0949652883138
33,14,Suburban,Regular,87,4.81,Evening,Premium,17,118.98653335805044,118.48132,118.15658022488293,118.98653335805044,118.48132,118.15658022488293
33,23,Urban,Gold,24,4.21,Morning,Premium,11,91.38952597435124,113.61965,96.2780499792726,91.38952597435124,113.61965,96.2780499792726
84,29,Urban,Regular,92,4.55,Morning,Premium,94,424.1559867017463,396.86673,430.3262492807904,424.1559867017463,396.86673,430.3262492807904
44,6,Suburban,Gold,80,4.13,Night,Premium,40,157.36483032789283,181.07571,162.7919952130462,157.36483032789283,181.07571,162.7919952130462
53,27,Suburban,Regular,78,3.63,Night,Premium,58,279.09504825213924,249.07399,243.23180978707546,279.09504825213924,249.07399,243.23180978707546
78,63,Rural,Gold,14,4.21,Afternoon,Economy,147,655.065105532243,557.95624,574.8005473250764,655.065105532243,557.95624,574.8005473250764
