Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,static_price,duration_factor,loyalty_factor,past_rides_factor,location_factor,baseline_price,historical_price,baseline_revenue,historical_revenue
60,8,2,1,68,4.84,2,1,144,438.5186068324803,200,72.0,0.95,0.9319999999999999,1.2,288.99456,438.5186068324803,288.99456,438.5186068324803
92,31,0,2,54,3.91,3,1,148,516.1330392078827,200,74.0,0.9,0.946,1.0,233.28359999999998,516.1330392078827,233.28359999999998,516.1330392078827
92,49,2,2,9,4.23,1,1,89,397.4831040703401,200,44.5,0.9,0.991,1.2,261.68346,397.4831040703401,261.68346,397.4831040703401
56,37,2,2,27,4.12,0,1,68,317.8400260939533,200,34.0,0.9,0.973,1.2,245.89655999999997,317.8400260939533,245.89655999999997,317.8400260939533
88,71,0,1,42,4.87,0,1,109,330.78364034759613,200,54.5,0.95,0.958,1.0,231.62044999999998,330.78364034759613,231.62044999999998,330.78364034759613
87,47,0,2,6,4.54,2,1,162,743.3166378180009,200,81.0,0.9,0.994,1.0,251.3826,743.3166378180009,251.3826,743.3166378180009
85,6,1,0,92,4.11,0,0,73,274.1712773124912,200,36.5,1.0,0.908,1.1,236.21620000000004,274.1712773124912,236.21620000000004,274.1712773124912
98,54,0,1,34,4.57,1,1,113,462.4075929220183,200,56.5,0.95,0.966,1.0,235.39004999999997,462.4075929220183,235.39004999999997,462.4075929220183
28,14,0,1,24,4.2,0,0,147,533.0802632142761,200,73.5,0.95,0.976,1.0,253.58919999999998,533.0802632142761,253.58919999999998,533.0802632142761
36,9,1,2,22,3.51,3,1,37,143.2178421949143,200,18.5,0.9,0.978,1.1,211.55607000000003,143.2178421949143,211.55607000000003,143.2178421949143
20,8,1,2,38,4.82,3,1,155,574.9456425421428,200,77.5,0.9,0.962,1.1,264.28545,574.9456425421428,264.28545,574.9456425421428
94,36,0,1,41,4.57,2,0,76,215.741761640662,200,38.0,0.95,0.959,1.0,216.82989999999998,215.741761640662,216.82989999999998,215.741761640662
70,7,2,1,13,4.09,0,0,117,321.0007657787772,200,58.5,0.95,0.987,1.2,290.85902999999996,321.0007657787772,290.85902999999996,321.0007657787772
90,71,1,1,37,3.51,2,1,32,172.59277503910292,200,16.0,0.95,0.963,1.1,217.36836,172.59277503910292,217.36836,172.59277503910292
42,10,2,2,56,4.01,3,1,95,455.20978516158993,200,47.5,0.9,0.944,1.2,252.33119999999997,455.20978516158993,252.33119999999997,455.20978516158993
44,18,1,0,88,3.67,3,1,50,199.8397440906976,200,25.0,1.0,0.912,1.1,225.72000000000003,199.8397440906976,225.72000000000003,199.8397440906976
60,16,1,1,28,3.91,1,0,105,281.0970650985199,200,52.5,0.95,0.972,1.1,256.47435,281.0970650985199,256.47435,281.0970650985199
26,5,0,2,7,4.75,0,1,140,413.54800185803066,200,70.0,0.9,0.993,1.0,241.299,413.54800185803066,241.299,413.54800185803066
79,13,0,1,6,4.63,0,0,38,134.09432585149492,200,19.0,0.95,0.994,1.0,206.80169999999998,134.09432585149492,206.80169999999998,134.09432585149492
26,8,0,0,65,3.58,3,1,89,378.50396161301137,200,44.5,1.0,0.935,1.0,228.60750000000002,378.50396161301137,228.60750000000002,378.50396161301137
62,7,2,2,2,4.71,2,1,28,162.05358553352147,200,14.0,0.9,0.998,1.2,230.65776,162.05358553352147,230.65776,162.05358553352147
42,16,0,0,33,3.63,2,0,166,513.1161277813304,200,83.0,1.0,0.967,1.0,273.661,513.1161277813304,273.661,513.1161277813304
57,16,2,1,0,3.95,0,0,97,308.6385554813678,200,48.5,0.95,1.0,1.2,283.28999999999996,308.6385554813678,283.28999999999996,308.6385554813678
33,13,0,0,34,4.78,2,0,66,239.08854651007988,200,33.0,1.0,0.966,1.0,225.078,239.08854651007988,225.078,239.08854651007988
22,10,0,1,26,4.97,2,0,170,562.1650160715976,200,85.0,0.95,0.974,1.0,263.71049999999997,562.1650160715976,263.71049999999997,562.1650160715976
67,44,2,1,27,4.69,2,0,129,467.0198948894929,200,64.5,0.95,0.973,1.2,293.38868999999994,467.0198948894929,293.38868999999994,467.0198948894929
62,15,1,2,15,4.28,3,0,73,327.43334173812747,200,36.5,0.9,0.985,1.1,230.62297500000003,327.43334173812747,230.62297500000003,327.43334173812747
95,49,0,1,92,4.27,3,1,99,332.0936161256213,200,49.5,0.95,0.908,1.0,215.21869999999998,332.0936161256213,215.21869999999998,332.0936161256213
61,36,2,2,72,4.64,3,1,109,457.0853188522962,200,54.5,0.9,0.9279999999999999,1.2,255.07008,457.0853188522962,255.07008,457.0853188522962
48,12,0,2,25,4.26,3,0,180,552.8162271192283,200,90.0,0.9,0.975,1.0,254.475,552.8162271192283,254.475,552.8162271192283
93,59,0,1,30,4.11,0,1,89,281.0521288708149,200,44.5,0.95,0.97,1.0,225.30674999999997,281.0521288708149,225.30674999999997,281.0521288708149
59,18,2,0,67,3.86,2,0,98,288.3451530321269,200,49.0,1.0,0.933,1.2,278.7804,288.3451530321269,278.7804,288.3451530321269
95,73,2,1,20,3.59,1,1,138,666.8242060496077,200,69.0,0.95,0.98,1.2,300.5268,666.8242060496077,300.5268,666.8242060496077
71,33,1,1,4,4.88,1,1,109,436.0192372930386,200,54.5,0.95,0.996,1.1,264.88869,436.0192372930386,264.88869,436.0192372930386
20,7,1,0,71,3.83,2,1,51,248.22030676592635,200,25.5,1.0,0.929,1.1,230.43845000000005,248.22030676592635,230.43845000000005,248.22030676592635
23,7,2,0,96,3.97,0,1,165,493.2338839519256,200,82.5,1.0,0.904,1.2,306.45599999999996,493.2338839519256,306.45599999999996,493.2338839519256
80,69,1,2,94,4.44,3,0,74,291.5110820764234,200,37.0,0.9,0.906,1.1,212.57478000000003,291.5110820764234,212.57478000000003,291.5110820764234
58,10,2,0,51,4.27,3,1,138,459.0606514814432,200,69.0,1.0,0.949,1.2,306.33719999999994,459.0606514814432,306.33719999999994,459.0606514814432
71,25,2,0,72,4.46,1,0,169,603.9358824371426,200,84.5,1.0,0.9279999999999999,1.2,316.81919999999997,603.9358824371426,316.81919999999997,603.9358824371426
69,26,0,0,48,4.28,1,1,175,502.6040622268877,200,87.5,1.0,0.952,1.0,273.7,502.6040622268877,273.7,502.6040622268877
89,54,1,0,48,4.38,0,0,24,74.78832688768996,200,12.0,1.0,0.952,1.1,222.0064,74.78832688768996,222.0064,74.78832688768996
84,62,2,2,52,4.61,0,0,29,126.23081147979764,200,14.5,0.9,0.948,1.2,219.61368000000002,126.23081147979764,219.61368000000002,126.23081147979764
98,61,2,2,91,4.28,3,0,95,319.94237960548924,200,47.5,0.9,0.909,1.2,242.9757,319.94237960548924,242.9757,319.94237960548924
95,25,2,0,26,3.62,2,0,81,207.61291922267668,200,40.5,1.0,0.974,1.2,281.09639999999996,207.61291922267668,281.09639999999996,207.61291922267668
79,29,0,2,29,4.22,3,0,99,304.74417790488224,200,49.5,0.9,0.971,1.0,218.03805,304.74417790488224,218.03805,304.74417790488224
82,10,2,2,97,4.43,3,0,177,481.7658793191911,200,88.5,0.9,0.903,1.2,281.35674000000006,481.7658793191911,281.35674000000006,481.7658793191911
87,5,0,0,6,3.76,1,0,28,83.3353748167845,200,14.0,1.0,0.994,1.0,212.716,83.3353748167845,212.716,83.3353748167845
83,35,0,0,3,4.32,3,1,116,513.6451022177532,200,58.0,1.0,0.997,1.0,257.226,513.6451022177532,257.226,513.6451022177532
47,9,0,1,5,4.81,3,1,178,561.374877548703,200,89.0,0.95,0.995,1.0,273.17725,561.374877548703,273.17725,561.374877548703
34,7,2,2,54,4.71,3,1,149,516.51117285383,200,74.5,0.9,0.946,1.2,280.45115999999996,516.51117285383,280.45115999999996,516.51117285383
26,13,0,1,14,4.19,2,0,174,666.4286805847338,200,87.0,0.95,0.986,1.0,268.8329,666.4286805847338,268.8329,666.4286805847338
88,7,0,0,11,3.64,3,1,130,573.2085393656391,200,65.0,1.0,0.989,1.0,262.085,573.2085393656391,262.085,573.2085393656391
57,26,0,1,92,3.8,1,1,67,283.7979251507492,200,33.5,0.95,0.908,1.0,201.4171,283.7979251507492,201.4171,283.7979251507492
45,17,0,2,67,4.7,0,0,15,66.78323718712389,200,7.5,0.9,0.933,1.0,174.23775,66.78323718712389,174.23775,66.78323718712389
82,26,2,0,35,4.71,2,0,114,289.2390324634591,200,57.0,1.0,0.965,1.2,297.606,289.2390324634591,297.606,289.2390324634591
54,39,0,0,88,4.59,1,0,42,147.42638660593482,200,21.0,1.0,0.912,1.0,201.55200000000002,147.42638660593482,201.55200000000002,147.42638660593482
95,24,1,0,79,3.5,0,0,130,552.2304431046015,200,65.0,1.0,0.921,1.1,268.4715,552.2304431046015,268.4715,552.2304431046015
63,31,1,2,2,3.81,1,1,160,632.5601419476765,200,80.0,0.9,0.998,1.1,276.64560000000006,632.5601419476765,276.64560000000006,632.5601419476765
43,18,2,0,58,4.22,1,0,156,494.7452574847764,200,78.0,1.0,0.942,1.2,314.2512,494.7452574847764,314.2512,494.7452574847764
33,14,1,1,87,4.81,1,1,17,118.98653335805044,200,8.5,0.95,0.913,1.1,198.9267225,118.98653335805044,198.9267225,118.98653335805044
33,23,2,0,24,4.21,2,1,11,91.38952597435124,200,5.5,1.0,0.976,1.2,240.68159999999997,91.38952597435124,240.68159999999997,91.38952597435124
84,29,2,1,92,4.55,2,1,94,424.1559867017463,200,47.0,0.95,0.908,1.2,255.67463999999998,424.1559867017463,255.67463999999998,424.1559867017463
44,6,1,0,80,4.13,3,1,40,157.36483032789283,200,20.0,1.0,0.92,1.1,222.64000000000001,157.36483032789283,222.64000000000001,157.36483032789283
53,27,1,1,78,3.63,3,1,58,279.09504825213924,200,29.0,0.95,0.922,1.1,220.63921000000002,279.09504825213924,220.63921000000002,279.09504825213924
78,63,0,0,14,4.21,0,0,147,655.065105532243,200,73.5,1.0,0.986,1.0,269.671,655.065105532243,269.671,655.065105532243
